order,id,date,time,title,url,visitCount,typedCount,transition
10,27300,5/7/2024,20:33:11,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/auth?client_id=823511539352-ojaretejk1s95sdvkic0te923pt7knpu.apps.googleusercontent.com&scope=https://www.googleapis.com/auth/drive%20https://www.googleapis.com/auth/drive.install&response_type=none+gsession&access_type=offline&redirect_uri=storagerelay://https/aistudio.google.com?id=auth12354&login_hint=111711251173718751488,2,0,link
11,27300,5/7/2024,20:33:10,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/auth?client_id=823511539352-ojaretejk1s95sdvkic0te923pt7knpu.apps.googleusercontent.com&scope=https://www.googleapis.com/auth/drive%20https://www.googleapis.com/auth/drive.install&response_type=none+gsession&access_type=offline&redirect_uri=storagerelay://https/aistudio.google.com?id=auth12354&login_hint=111711251173718751488,2,0,link
12,27299,5/7/2024,20:32:23,Aula 01 - Google Drive,https://drive.google.com/drive/folders/1HEpToIKjiiSxj4FUo06vLkD7NnFZq5G4,1,0,link
13,27162,5/7/2024,20:31:29,Imersão IA - Documentos Google,https://docs.google.com/document/d/1_dlru9BLkSsD8ORQLR7YidV1n-yH74Q9jwNJzYYLp4I/edit,14,0,link
14,27298,5/7/2024,20:31:28,Imersão IA - Documentos Google,https://docs.google.com/document/d/1_dlru9BLkSsD8ORQLR7YidV1n-yH74Q9jwNJzYYLp4I/edit#heading=h.7jrhk0uw5u0p,1,0,link
15,27297,5/7/2024,20:31:28,Imersão IA - Documentos Google,https://docs.google.com/document/d/1_dlru9BLkSsD8ORQLR7YidV1n-yH74Q9jwNJzYYLp4I/edit#heading=h.b7hcxlf0p432,1,0,link
16,27296,5/7/2024,20:30:02,Quick Chrome History Export,https://chromewebstore.google.com/detail/quick-chrome-history-expo/hdfpifhfphhgjipcnfnolgalplokmmge,2,0,link
17,27296,5/7/2024,20:30:01,Quick Chrome History Export,https://chromewebstore.google.com/detail/quick-chrome-history-expo/hdfpifhfphhgjipcnfnolgalplokmmge,2,0,link
18,21,5/7/2024,18:09:12,g1 - O portal de notícias da Globo,https://g1.globo.com/,170,145,typed
19,27295,5/7/2024,18:08:29,BORUSSIA DORTMUND VENCE O PSG MAIS UMA VEZ E ESTÁ NA FINAL DA CHAMPIONS! | MELHOR DA LIGA - YouTube,https://www.youtube.com/watch?v=7xWhyRgjvKg,1,0,link
20,173,5/7/2024,18:08:15,YouTube,https://www.youtube.com/,730,153,typed
21,27294,5/7/2024,16:17:24,champions - Pesquisa Google,https://www.google.com/search?q=champions&oq=champio&gs_lcrp=EgZjaHJvbWUqDwgAECMYJxjjAhiABBiKBTIPCAAQIxgnGOMCGIAEGIoFMgwIARAuGCcYgAQYigUyBggCEEUYOTIGCAMQRRg7Mg0IBBAAGIMBGLEDGIAEMg0IBRAAGIMBGLEDGIAEMgYIBhBFGD0yBggHEEUYPagCCLACAQ&sourceid=chrome&ie=UTF-8#ip=1,1,0,link
22,27292,5/7/2024,16:15:39,Google Cloud Innovators,https://cloud.google.com/innovators?hl=pt-br,3,0,link
23,27292,5/7/2024,16:15:39,Google Cloud Innovators,https://cloud.google.com/innovators?hl=pt-br,3,0,link
24,27292,5/7/2024,16:15:26,Google Cloud Innovators,https://cloud.google.com/innovators?hl=pt-br,3,0,link
25,27291,5/7/2024,16:14:52,A Pen by Matheus Fagundes,https://codepen.io/pen,1,0,link
26,27290,5/7/2024,16:14:39,A Pen by Matheus Fagundes,https://codepen.io/pen?welcome=true,2,0,link
27,27290,5/7/2024,16:14:39,A Pen by Matheus Fagundes,https://codepen.io/pen?welcome=true,2,0,form_submit
28,27287,5/7/2024,16:14:34,Fazer login nas Contas do Google,https://accounts.google.com/signin/oauth/id?authuser=0&part=AJi8hANrli8zWGzZ0dClAXsuLmEWaJdPng1ESo76iD08JDViD4s_l0pZIvlN73elnYezF5HmkGyjTu-O6vjZo37YPKd9wQrzqhBxxKrgLanIiOjf5WHo-ZcwWGtMPder-TJ93w9e5hllGeZbtND2mFbjdugelg2oKuzSNnGrpmoMNdAenCX_vN_UDdehuRNdkhDqFGPLg6p8rvBHdkhd3ZCpdg5Xoaf7dmTx8YH29d22681pqoo4uOlWjEFxEbPweU7yjIC_NE1Rpbp6p7nk7DwctMFCyMvkZ8UchpNNu6s26d4rdvt4if4vMoWEO4CJaYVQGyNmDLC06D4GU1LfCIbcEvGcHQIhKJpXQ2EGunljg6L0PLuoky5vwc9Ds4z4URPONBJ_p-UJrANlTlnpnpDBalDd90bGGW5quNMysl2-ar6iHRRIWTd2_oKGgP2xbsz2UAp6T36BEjkgiiCBtRX4TDx1dQBxWVX-PmbVJpfn1vdCxU5JJvgUjoBnj2_PgxJuF7xlV80aSBUc2H-vn9q8N6VHmYl9G6uki4UxGIjzzUTl2Vntu2WjCBCOwTsD8pNbKN56u3R99k2YidqSZSkcaHFvJ_o-bd3L5DLY0gekENddfmpQ09EHOkSbQ21hIaOeihSXwNF2gJPcDftoTeZhuB30_XexUu_dAkhlfsW9UFw-o6-PYaFMyn90vAWPX7Bx6MuIYcNS5T8C6zrUlfHzRtvJARlJHJX3OmCPl4g292xGZg_V62WZtQbxFzII-11ZgRUizpffPcnsB72SxkTnZ1vq07wqjoYcvOPw5drsVp8zFrQadkQbgorL5LQA56KyNnMsWp_YZCwaknBq9DtUoINtF8Q5MxKAtAn3ZA-yZWxynZBl2ofTfBpfsn69Aq36wdvV3LfjKK8HY7Irkzn6gDdcadGtYFf6A9MESubrVGZ0jf2ZYEGMxpd1v901omy94GVB8HuUoy8O-EiowJM5qr9jRRtbFA&flowName=GeneralOAuthFlow&as=S1930186656%3A1715109270892579&client_id=1089506319528-1fl1067cvvu5l27t0itbjqbuvimmbu3t.apps.googleusercontent.com&rapt=AEjHL4NehrG6Cq9fPbRk6a7Vv8TNTax-cJpB9oecq0rd7So8OgH1PuyYjJeAJzlrkdDPP9qlOuFiHJ_jtb6pv8SFkqbVMlYFRw#,2,0,link
29,27287,5/7/2024,16:14:33,Fazer login nas Contas do Google,https://accounts.google.com/signin/oauth/id?authuser=0&part=AJi8hANrli8zWGzZ0dClAXsuLmEWaJdPng1ESo76iD08JDViD4s_l0pZIvlN73elnYezF5HmkGyjTu-O6vjZo37YPKd9wQrzqhBxxKrgLanIiOjf5WHo-ZcwWGtMPder-TJ93w9e5hllGeZbtND2mFbjdugelg2oKuzSNnGrpmoMNdAenCX_vN_UDdehuRNdkhDqFGPLg6p8rvBHdkhd3ZCpdg5Xoaf7dmTx8YH29d22681pqoo4uOlWjEFxEbPweU7yjIC_NE1Rpbp6p7nk7DwctMFCyMvkZ8UchpNNu6s26d4rdvt4if4vMoWEO4CJaYVQGyNmDLC06D4GU1LfCIbcEvGcHQIhKJpXQ2EGunljg6L0PLuoky5vwc9Ds4z4URPONBJ_p-UJrANlTlnpnpDBalDd90bGGW5quNMysl2-ar6iHRRIWTd2_oKGgP2xbsz2UAp6T36BEjkgiiCBtRX4TDx1dQBxWVX-PmbVJpfn1vdCxU5JJvgUjoBnj2_PgxJuF7xlV80aSBUc2H-vn9q8N6VHmYl9G6uki4UxGIjzzUTl2Vntu2WjCBCOwTsD8pNbKN56u3R99k2YidqSZSkcaHFvJ_o-bd3L5DLY0gekENddfmpQ09EHOkSbQ21hIaOeihSXwNF2gJPcDftoTeZhuB30_XexUu_dAkhlfsW9UFw-o6-PYaFMyn90vAWPX7Bx6MuIYcNS5T8C6zrUlfHzRtvJARlJHJX3OmCPl4g292xGZg_V62WZtQbxFzII-11ZgRUizpffPcnsB72SxkTnZ1vq07wqjoYcvOPw5drsVp8zFrQadkQbgorL5LQA56KyNnMsWp_YZCwaknBq9DtUoINtF8Q5MxKAtAn3ZA-yZWxynZBl2ofTfBpfsn69Aq36wdvV3LfjKK8HY7Irkzn6gDdcadGtYFf6A9MESubrVGZ0jf2ZYEGMxpd1v901omy94GVB8HuUoy8O-EiowJM5qr9jRRtbFA&flowName=GeneralOAuthFlow&as=S1930186656%3A1715109270892579&client_id=1089506319528-1fl1067cvvu5l27t0itbjqbuvimmbu3t.apps.googleusercontent.com&rapt=AEjHL4NehrG6Cq9fPbRk6a7Vv8TNTax-cJpB9oecq0rd7So8OgH1PuyYjJeAJzlrkdDPP9qlOuFiHJ_jtb6pv8SFkqbVMlYFRw#,2,0,link
30,27285,5/7/2024,16:14:31,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/auth/oauthchooseaccount?access_type=online&client_id=1089506319528-1fl1067cvvu5l27t0itbjqbuvimmbu3t.apps.googleusercontent.com&prompt&redirect_uri=https%3A%2F%2Fcodepen.io%2Fauth%2Fgoogle_oauth2%2Fcallback&response_type=code&scope=email%20profile&state=103827ad161d645ce33d73c6aec9c9e0245f5f939660b95c&service=lso&o2v=1&ddm=0&flowName=GeneralOAuthFlow,1,0,link
31,27284,5/7/2024,16:14:31,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/auth?access_type=online&client_id=1089506319528-1fl1067cvvu5l27t0itbjqbuvimmbu3t.apps.googleusercontent.com&prompt&redirect_uri=https%3A%2F%2Fcodepen.io%2Fauth%2Fgoogle_oauth2%2Fcallback&response_type=code&scope=email%20profile&state=103827ad161d645ce33d73c6aec9c9e0245f5f939660b95c&service=lso&o2v=1&ddm=0,1,0,link
32,27283,5/7/2024,16:14:31,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/auth?access_type=online&client_id=1089506319528-1fl1067cvvu5l27t0itbjqbuvimmbu3t.apps.googleusercontent.com&prompt=&redirect_uri=https%3A%2F%2Fcodepen.io%2Fauth%2Fgoogle_oauth2%2Fcallback&response_type=code&scope=email+profile&state=103827ad161d645ce33d73c6aec9c9e0245f5f939660b95c,2,0,link
33,27283,5/7/2024,16:14:30,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/auth?access_type=online&client_id=1089506319528-1fl1067cvvu5l27t0itbjqbuvimmbu3t.apps.googleusercontent.com&prompt=&redirect_uri=https%3A%2F%2Fcodepen.io%2Fauth%2Fgoogle_oauth2%2Fcallback&response_type=code&scope=email+profile&state=103827ad161d645ce33d73c6aec9c9e0245f5f939660b95c,2,0,form_submit
34,27282,5/7/2024,16:14:25,CodePen Free Sign Up,https://codepen.io/accounts/signup/user/free,1,0,link
35,27281,5/7/2024,16:14:07,champions - Pesquisa Google,https://www.google.com/search?q=champions&oq=champio&gs_lcrp=EgZjaHJvbWUqDwgAECMYJxjjAhiABBiKBTIPCAAQIxgnGOMCGIAEGIoFMgwIARAuGCcYgAQYigUyBggCEEUYOTIGCAMQRRg7Mg0IBBAAGIMBGLEDGIAEMg0IBRAAGIMBGLEDGIAEMgYIBhBFGD0yBggHEEUYPagCCLACAQ&sourceid=chrome&ie=UTF-8,1,0,generated
36,27280,5/7/2024,15:51:26,Gemini,https://gemini.google.com/app/ce07d274a997ba3d,1,0,link
37,27268,5/7/2024,15:50:38,Simulado Enem - Teste os seus conhecimentos para o Enem 2024,https://vestibular.brasilescola.uol.com.br/enem/simulado,3,0,link
38,27279,5/7/2024,15:50:36,"Agenda do Vestibular, as datas das provas de vestibular - Brasil Escola",https://vestibular.brasilescola.uol.com.br/agenda,1,0,link
39,27278,5/7/2024,15:49:17,Simulado Enem - Teste os seus conhecimentos para o Enem 2024,https://vestibular.brasilescola.uol.com.br/enem/simulado/1099640,1,0,link
40,27268,5/7/2024,15:48:53,Simulado Enem - Teste os seus conhecimentos para o Enem 2024,https://vestibular.brasilescola.uol.com.br/enem/simulado,3,0,link
41,27277,5/7/2024,15:48:39,"Vestibular Brasil Escola - Enem, notícias provas e gabaritos",https://vestibular.brasilescola.uol.com.br/,1,0,link
42,27276,5/7/2024,15:48:21,Simulado Enem - Teste os seus conhecimentos para o Enem 2024,https://vestibular.brasilescola.uol.com.br/enem/simulado/1099632/resultado,1,0,link
43,27275,5/7/2024,15:43:48,Simulado Enem - Teste os seus conhecimentos para o Enem 2024,https://vestibular.brasilescola.uol.com.br/enem/simulado/1099632,1,0,link
44,27274,5/7/2024,15:43:27,accounts.google.com/signin/oauth/consent?as=S1644303489:1715107400202632&authuser=0&client_id=512419952759-48n05hvuu67cndejja4iqjkhppk1ouog.apps.googleusercontent.com&flowName=GeneralOAuthFlow&part=AJi8hAMd8UUYT_V9p-G38K9LGeZ0U-waDl1_z9_PyOKUBHQTsluZ4F8omMNni3Tz5-dwM1Bt-O38LlTYj_Y_tafJJrmZzSoxJUpHpw4AD0XvQE9O2m7NfPa_dWejPPNfBxcLxGsjizdvvfl-inLqOmljx27lP7aodokEKPW6gAlw9muNwkua4rK1u--EcucniSfwrOfFOdpIi2Uap4Fz_fiOfoPJxCYluNKyWtuLhROYBbpnVJd_nE3uVulK2AVwr1tc-k5qrqqGfJV6QtSyZpMVqbyRr8Q6eRM6f1QW0E-0EnjOtIjRvEe8zqKTgALCh8R9eyfi5-FRAMimYIrSKXaLiV-4i2B4OAV1q24VbUzYHCe-qlqkuXgrHKGnYIDK0ImHMFOfYl2yl0ryKlBPWgqvdY3zSg2ZBsFNJLP7VG_siZphvWQTeupGZlmvgX1wJljd-0HGXMr4-ODlMdBsZB8fXuPbKymIkjRhy5oRJIzsRbbrDlyeT_bObhcVsiACIR9J3rrHq12Phdv87O_PeSnigXXIdkNzB0SFq78jcwOsx16rvutg_Big7mJQzvdUXrGdYpycfah4hrdUJSHHq6yF86GoTUVFj2Sy6hAoXZM479H1qdxo6QYLbE9tSVjZrCZaDQERIph38-IXn4Is22RFR5B9w9LTynCYFqNP3h1w6cTfgXGTsBNfT8ZNEs87JMerCORi4BNNlz-wlKXPItGyVpLZUixUZyYhIj9a2EDJB7NSxFS7pot0U8HcPdQWO-njMbXD67vL_SNqy0YFe63BB-M_o-LitHM5LUBbZZ-xrlLRTPemheuC0KxUhIc5sZ4OKchcG7dxMHRbhI71-FhDRu4a0VTBAa0h0zBigji064_rpQjPhDRNI2_LT9eIE5VEObdZAxgM-ke2eOwIJ1hTFygLs_uY1KFLJGp2HVvFwoPdcFlv0-Bp2MwG6cOVwdFHsmwSnh10uZDXyJhMqTDShEK273y7Jd3aa5boUnilwZAuKs_JDYBgMAMR4U0w15GIRp9sqBix&rapt=AEjHL4PMWqauNWOfmTK3QdhxEaOClWfxbh6XoC_7OwG6_c4ukn0DWP4rwWLUY_uga8lg2PEGLv4H5lvSWOytBO__hcT3dLq84w,https://accounts.google.com/signin/oauth/consent?as=S1644303489:1715107400202632&authuser=0&client_id=512419952759-48n05hvuu67cndejja4iqjkhppk1ouog.apps.googleusercontent.com&flowName=GeneralOAuthFlow&part=AJi8hAMd8UUYT_V9p-G38K9LGeZ0U-waDl1_z9_PyOKUBHQTsluZ4F8omMNni3Tz5-dwM1Bt-O38LlTYj_Y_tafJJrmZzSoxJUpHpw4AD0XvQE9O2m7NfPa_dWejPPNfBxcLxGsjizdvvfl-inLqOmljx27lP7aodokEKPW6gAlw9muNwkua4rK1u--EcucniSfwrOfFOdpIi2Uap4Fz_fiOfoPJxCYluNKyWtuLhROYBbpnVJd_nE3uVulK2AVwr1tc-k5qrqqGfJV6QtSyZpMVqbyRr8Q6eRM6f1QW0E-0EnjOtIjRvEe8zqKTgALCh8R9eyfi5-FRAMimYIrSKXaLiV-4i2B4OAV1q24VbUzYHCe-qlqkuXgrHKGnYIDK0ImHMFOfYl2yl0ryKlBPWgqvdY3zSg2ZBsFNJLP7VG_siZphvWQTeupGZlmvgX1wJljd-0HGXMr4-ODlMdBsZB8fXuPbKymIkjRhy5oRJIzsRbbrDlyeT_bObhcVsiACIR9J3rrHq12Phdv87O_PeSnigXXIdkNzB0SFq78jcwOsx16rvutg_Big7mJQzvdUXrGdYpycfah4hrdUJSHHq6yF86GoTUVFj2Sy6hAoXZM479H1qdxo6QYLbE9tSVjZrCZaDQERIph38-IXn4Is22RFR5B9w9LTynCYFqNP3h1w6cTfgXGTsBNfT8ZNEs87JMerCORi4BNNlz-wlKXPItGyVpLZUixUZyYhIj9a2EDJB7NSxFS7pot0U8HcPdQWO-njMbXD67vL_SNqy0YFe63BB-M_o-LitHM5LUBbZZ-xrlLRTPemheuC0KxUhIc5sZ4OKchcG7dxMHRbhI71-FhDRu4a0VTBAa0h0zBigji064_rpQjPhDRNI2_LT9eIE5VEObdZAxgM-ke2eOwIJ1hTFygLs_uY1KFLJGp2HVvFwoPdcFlv0-Bp2MwG6cOVwdFHsmwSnh10uZDXyJhMqTDShEK273y7Jd3aa5boUnilwZAuKs_JDYBgMAMR4U0w15GIRp9sqBix&rapt=AEjHL4PMWqauNWOfmTK3QdhxEaOClWfxbh6XoC_7OwG6_c4ukn0DWP4rwWLUY_uga8lg2PEGLv4H5lvSWOytBO__hcT3dLq84w,2,0,link
